Serial number: 553132313031082E13,,,,,,,,,,,
Software version: 3.0,,,,,,,,,,,
,,,,,,,,,,,
millis,stampunix,datetime,RH,tempC,CH4smV, CH4rmV, VbatmV, K33_RH, K33_Temp, K33_CO2, SampleNumber
977999,1710777777, 2024/3/18 16:2:57,53.84,28.65,570.19,2644.12,4194.34,38.77,33.58,2555,488
979999,1710777779, 2024/3/18 16:2:59,53.84,28.68,570.75,2644.31,4194.34,38.77,33.58,2555,489
981999,1710777781, 2024/3/18 16:3:1,53.83,28.66,571.13,2644.31,4194.34,38.77,33.58,2555,490
984000,1710777783, 2024/3/18 16:3:3,53.83,28.67,572.25,2645.06,4184.57,38.62,33.67,2559,491
985999,1710777785, 2024/3/18 16:3:5,53.79,28.68,572.63,2645.06,4184.57,38.62,33.67,2559,492
987999,1710777787, 2024/3/18 16:3:7,53.8,28.67,573,2645.06,4184.57,38.62,33.67,2559,493
989999,1710777789, 2024/3/18 16:3:9,53.78,28.68,573.19,2645.44,4184.57,38.62,33.67,2559,494
991998,1710777791, 2024/3/18 16:3:11,53.76,28.7,573.75,2645.06,4184.57,38.62,33.67,2559,495
993999,1710777793, 2024/3/18 16:3:13,53.75,28.69,574.13,2645.06,4096.68,38.62,33.67,2559,496
995999,1710777795, 2024/3/18 16:3:15,53.75,28.7,574.5,2645.81,4096.68,38.62,33.67,2559,497
997999,1710777797, 2024/3/18 16:3:17,53.76,28.72,574.31,2644.5,4194.34,38.62,33.67,2559,498
999999,1710777799, 2024/3/18 16:3:19,53.7,28.71,574.88,2645.06,4194.34,38.62,33.67,2559,499
1001999,1710777801, 2024/3/18 16:3:21,53.74,28.71,575.06,2645.06,4194.34,38.62,33.67,2559,500
1003999,1710777803, 2024/3/18 16:3:23,53.71,28.71,576,2645.44,4184.57,38.47,33.73,2563,501
1005999,1710777805, 2024/3/18 16:3:25,53.71,28.73,576.38,2645.44,4184.57,38.47,33.73,2563,502
1008000,1710777807, 2024/3/18 16:3:27,53.7,28.74,576.75,2645.62,4184.57,38.47,33.73,2563,503
1009998,1710777809, 2024/3/18 16:3:29,53.7,28.74,577.13,2646,4184.57,38.47,33.73,2563,504
1012000,1710777811, 2024/3/18 16:3:31,53.69,28.74,577.5,2645.81,4184.57,38.47,33.73,2563,505
1013999,1710777813, 2024/3/18 16:3:33,53.66,28.75,577.69,2646,4096.68,38.47,33.73,2563,506
1015998,1710777815, 2024/3/18 16:3:35,53.66,28.73,578.25,2646,4096.68,38.47,33.73,2563,507
1017999,1710777817, 2024/3/18 16:3:37,53.67,28.75,578.25,2645.44,4194.34,38.47,33.73,2563,508
1019999,1710777819, 2024/3/18 16:3:39,53.66,28.77,578.44,2645.81,4194.34,38.47,33.73,2563,509
1021999,1710777821, 2024/3/18 16:3:41,53.64,28.76,578.81,2645.81,4194.34,38.47,33.73,2563,510
1023998,1710777823, 2024/3/18 16:3:43,53.62,28.77,579.75,2646.19,4184.57,38.32,33.79,2565,511
1025999,1710777825, 2024/3/18 16:3:45,53.62,28.77,580.13,2646.37,4184.57,38.32,33.79,2565,512
1027998,1710777827, 2024/3/18 16:3:47,53.6,28.78,580.5,2646.37,4184.57,38.32,33.79,2565,513
1030000,1710777829, 2024/3/18 16:3:49,53.63,28.77,580.88,2646.56,4184.57,38.32,33.79,2565,514
1031999,1710777831, 2024/3/18 16:3:51,53.61,28.79,581.25,2646.56,4184.57,38.32,33.79,2565,515
1033999,1710777833, 2024/3/18 16:3:53,53.63,28.82,581.63,2646.94,4184.57,38.32,33.79,2565,516
1035999,1710777835, 2024/3/18 16:3:55,53.55,28.79,582,2646.94,4096.68,38.32,33.79,2565,517
1038000,1710777837, 2024/3/18 16:3:57,53.56,28.83,581.81,2646.37,4194.34,38.32,33.79,2565,518
1040000,1710777839, 2024/3/18 16:3:59,53.58,28.79,582.19,2646.56,4194.34,38.32,33.79,2565,519
1041998,1710777841, 2024/3/18 16:4:1,53.53,28.82,582.38,2646.37,4194.34,38.32,33.79,2565,520
1043999,1710777843, 2024/3/18 16:4:3,53.55,28.82,583.5,2646.94,4184.57,38.18,33.86,2563,521
1045998,1710777845, 2024/3/18 16:4:5,53.56,28.8,583.69,2647.5,4184.57,38.18,33.86,2563,522
1048000,1710777847, 2024/3/18 16:4:7,53.53,28.83,584.25,2647.31,4184.57,38.18,33.86,2563,523
1049999,1710777849, 2024/3/18 16:4:9,53.52,28.83,584.44,2647.31,4184.57,38.18,33.86,2563,524
1051999,1710777851, 2024/3/18 16:4:11,53.52,28.83,584.81,2647.12,4184.57,38.18,33.86,2563,525
1053999,1710777853, 2024/3/18 16:4:13,53.51,28.86,585,2647.5,4184.57,38.18,33.86,2563,526
1056000,1710777855, 2024/3/18 16:4:15,53.5,28.82,585.56,2647.69,4184.57,38.18,33.86,2563,527
1057999,1710777857, 2024/3/18 16:4:17,53.48,28.85,585.19,2647.12,4194.34,38.18,33.86,2563,528
1059999,1710777859, 2024/3/18 16:4:19,53.51,28.86,585.56,2647.12,4194.34,38.18,33.86,2563,529
1061999,1710777861, 2024/3/18 16:4:21,53.45,28.86,586.13,2646.94,4194.34,38.18,33.86,2563,530
1063999,1710777863, 2024/3/18 16:4:23,53.47,28.88,587.06,2647.69,4184.57,38.05,33.93,2562,531
1065999,1710777865, 2024/3/18 16:4:25,53.47,28.88,587.63,2648.06,4184.57,38.05,33.93,2562,532
1067999,1710777867, 2024/3/18 16:4:27,53.44,28.88,587.81,2647.87,4184.57,38.05,33.93,2562,533
1069999,1710777869, 2024/3/18 16:4:29,53.43,28.88,588.19,2647.87,4184.57,38.05,33.93,2562,534
1072000,1710777871, 2024/3/18 16:4:31,53.44,28.89,588.38,2648.06,4184.57,38.05,33.93,2562,535
1073998,1710777873, 2024/3/18 16:4:33,53.42,28.89,588.94,2648.06,4184.57,38.05,33.93,2562,536
1075999,1710777875, 2024/3/18 16:4:35,53.41,28.89,589.13,2648.44,4184.57,38.05,33.93,2562,537
1077999,1710777877, 2024/3/18 16:4:37,53.42,28.89,588.94,2647.87,4194.34,38.05,33.93,2562,538
1079999,1710777879, 2024/3/18 16:4:39,53.41,28.9,589.31,2647.69,4194.34,38.05,33.93,2562,539
1081999,1710777881, 2024/3/18 16:4:41,53.38,28.89,589.88,2647.87,4194.34,38.05,33.93,2562,540
1083999,1710777883, 2024/3/18 16:4:43,53.41,28.93,590.81,2648.06,4179.69,37.92,33.98,2565,541
1085999,1710777885, 2024/3/18 16:4:45,53.34,28.92,591,2648.63,4179.69,37.92,33.98,2565,542
1088000,1710777887, 2024/3/18 16:4:47,53.37,28.93,591.38,2648.63,4184.57,37.92,33.98,2565,543
1089998,1710777889, 2024/3/18 16:4:49,53.36,28.94,591.75,2648.25,4184.57,37.92,33.98,2565,544
1091999,1710777891, 2024/3/18 16:4:51,53.36,28.94,592.13,2648.63,4184.57,37.92,33.98,2565,545
1093999,1710777893, 2024/3/18 16:4:53,53.35,28.94,592.5,2648.81,4096.68,37.92,33.98,2565,546
1095999,1710777895, 2024/3/18 16:4:55,53.33,28.94,592.69,2648.81,4096.68,37.92,33.98,2565,547
1097999,1710777897, 2024/3/18 16:4:57,53.32,28.95,592.69,2648.25,4194.34,37.92,33.98,2565,548
1099999,1710777899, 2024/3/18 16:4:59,53.32,28.95,592.88,2648.44,4194.34,37.92,33.98,2565,549
1101999,1710777901, 2024/3/18 16:5:1,53.32,28.96,593.25,2648.44,4194.34,37.92,33.98,2565,550
1103998,1710777903, 2024/3/18 16:5:3,53.31,28.96,594.19,2649,4184.57,37.79,34.06,2566,551
1105999,1710777905, 2024/3/18 16:5:5,53.31,28.97,594.75,2649,4184.57,37.79,34.06,2566,552
1107999,1710777907, 2024/3/18 16:5:7,53.28,28.98,595.13,2649.37,4184.57,37.79,34.06,2566,553
1109999,1710777909, 2024/3/18 16:5:9,53.28,28.98,595.31,2649.19,4184.57,37.79,34.06,2566,554
1111999,1710777911, 2024/3/18 16:5:11,53.26,28.96,595.69,2649.37,4184.57,37.79,34.06,2566,555
1113999,1710777913, 2024/3/18 16:5:13,53.26,29.01,596.06,2649.37,4091.8,37.79,34.06,2566,556
1115999,1710777915, 2024/3/18 16:5:15,53.27,28.98,596.44,2649.56,4096.68,37.79,34.06,2566,557
1117999,1710777917, 2024/3/18 16:5:17,53.25,28.99,596.25,2649,4194.34,37.79,34.06,2566,558
1120000,1710777919, 2024/3/18 16:5:19,53.2,28.99,596.63,2648.81,4194.34,37.79,34.06,2566,559
1121999,1710777921, 2024/3/18 16:5:21,53.23,29.02,597,2649,4194.34,37.79,34.06,2566,560
1123998,1710777923, 2024/3/18 16:5:23,53.23,29,598.13,2649.94,4184.57,37.65,34.11,2567,561
1126000,1710777925, 2024/3/18 16:5:25,53.24,29.02,598.31,2650.12,4184.57,37.65,34.11,2567,562
1127999,1710777927, 2024/3/18 16:5:27,53.17,29.02,598.69,2649.75,4184.57,37.65,34.11,2567,563
1129999,1710777929, 2024/3/18 16:5:29,53.22,29.02,599.06,2650.12,4179.69,37.65,34.11,2567,564
1131999,1710777931, 2024/3/18 16:5:31,53.21,29.03,599.44,2650.12,4184.57,37.65,34.11,2567,565
1133999,1710777933, 2024/3/18 16:5:33,53.2,29,599.81,2650.12,4096.68,37.65,34.11,2567,566
1136000,1710777935, 2024/3/18 16:5:35,53.2,29.03,600.19,2650.12,4096.68,37.65,34.11,2567,567
1137999,1710777937, 2024/3/18 16:5:37,53.18,29.04,600,2649.75,4194.34,37.65,34.11,2567,568
1139999,1710777939, 2024/3/18 16:5:39,53.17,29.05,600.19,2649.75,4194.34,37.65,34.11,2567,569
1141999,1710777941, 2024/3/18 16:5:41,53.14,29.06,600.56,2649.56,4194.34,37.65,34.11,2567,570
1144000,1710777943, 2024/3/18 16:5:43,53.16,29.06,601.5,2650.31,4184.57,37.54,34.17,2564,571
1145999,1710777945, 2024/3/18 16:5:45,53.17,29.04,601.88,2650.5,4179.69,37.54,34.17,2564,572
1147999,1710777947, 2024/3/18 16:5:47,53.15,29.07,602.25,2650.69,4184.57,37.54,34.17,2564,573
1149999,1710777949, 2024/3/18 16:5:49,53.12,29.1,602.63,2650.5,4184.57,37.54,34.17,2564,574
1152000,1710777951, 2024/3/18 16:5:51,53.17,29.11,603.19,2650.31,4184.57,37.54,34.17,2564,575
1153998,1710777953, 2024/3/18 16:5:53,53.1,29.06,603.38,2650.87,4179.69,37.54,34.17,2564,576
1155999,1710777955, 2024/3/18 16:5:55,53.12,29.09,603.75,2650.69,4086.91,37.54,34.17,2564,577
1157999,1710777957, 2024/3/18 16:5:57,53.12,29.08,603.38,2650.12,4194.34,37.54,34.17,2564,578
1159999,1710777959, 2024/3/18 16:5:59,53.09,29.08,603.75,2650.31,4194.34,37.54,34.17,2564,579
1161999,1710777961, 2024/3/18 16:6:1,53.07,29.09,604.31,2650.31,4194.34,37.54,34.17,2564,580
1163999,1710777963, 2024/3/18 16:6:3,53.1,29.09,605.25,2650.87,4179.69,37.41,34.22,2568,581
1165999,1710777965, 2024/3/18 16:6:5,53.09,29.1,605.44,2651.06,4184.57,37.41,34.22,2568,582
1167998,1710777967, 2024/3/18 16:6:7,53.08,29.11,605.63,2651.44,4184.57,37.41,34.22,2568,583
1169999,1710777969, 2024/3/18 16:6:9,53.06,29.13,606.19,2651.06,4184.57,37.41,34.22,2568,584
1172000,1710777971, 2024/3/18 16:6:11,53.04,29.1,606.56,2651.25,4184.57,37.41,34.22,2568,585
1173999,1710777973, 2024/3/18 16:6:13,53.06,29.13,606.94,2651.25,4184.57,37.41,34.22,2568,586
1175999,1710777975, 2024/3/18 16:6:15,53.05,29.12,607.31,2651.44,4096.68,37.41,34.22,2568,587
1177999,1710777977, 2024/3/18 16:6:17,53.05,29.13,606.94,2650.87,4194.34,37.41,34.22,2568,588
1179999,1710777979, 2024/3/18 16:6:19,53.04,29.15,607.31,2650.87,4194.34,37.41,34.22,2568,589
1181999,1710777981, 2024/3/18 16:6:21,53.03,29.13,607.69,2650.87,4194.34,37.41,34.22,2568,590
1184000,1710777983, 2024/3/18 16:6:23,53.02,29.14,608.44,2651.44,4179.69,37.3,34.29,2568,591
1185998,1710777985, 2024/3/18 16:6:25,53.01,29.13,609,2651.62,4184.57,37.3,34.29,2568,592
1187999,1710777987, 2024/3/18 16:6:27,52.98,29.15,609.38,2651.62,4184.57,37.3,34.29,2568,593
1190000,1710777989, 2024/3/18 16:6:29,52.99,29.14,609.56,2652,4179.69,37.3,34.29,2568,594
1191999,1710777991, 2024/3/18 16:6:31,52.97,29.16,609.94,2651.81,4179.69,37.3,34.29,2568,595
1193999,1710777993, 2024/3/18 16:6:33,52.98,29.17,609.94,2652,4184.57,37.3,34.29,2568,596
1195999,1710777995, 2024/3/18 16:6:35,52.99,29.17,610.5,2651.81,4096.68,37.3,34.29,2568,597
1198000,1710777997, 2024/3/18 16:6:37,52.96,29.15,610.31,2651.62,4194.34,37.3,34.29,2568,598
1200000,1710777999, 2024/3/18 16:6:39,52.95,29.19,610.5,2651.62,4194.34,37.3,34.29,2568,599
1201999,1710778001, 2024/3/18 16:6:41,52.97,29.18,611.06,2651.44,4194.34,37.3,34.29,2568,600
1203998,1710778003, 2024/3/18 16:6:43,52.95,29.18,611.81,2652.19,4184.57,37.19,34.35,2571,601
1205999,1710778005, 2024/3/18 16:6:45,52.93,29.19,612.19,2652.19,4184.57,37.19,34.35,2571,602
1208000,1710778007, 2024/3/18 16:6:47,52.89,29.19,612.56,2652.37,4184.57,37.19,34.35,2571,603
1209999,1710778009, 2024/3/18 16:6:49,52.93,29.2,612.75,2652.19,4184.57,37.19,34.35,2571,604
1211999,1710778011, 2024/3/18 16:6:51,52.92,29.2,613.13,2652.56,4184.57,37.19,34.35,2571,605
1213999,1710778013, 2024/3/18 16:6:53,52.88,29.21,613.5,2652.56,4179.69,37.19,34.35,2571,606
1215998,1710778015, 2024/3/18 16:6:55,52.91,29.19,613.69,2652.75,4096.68,37.19,34.35,2571,607
1217999,1710778017, 2024/3/18 16:6:57,52.9,29.21,613.5,2651.81,4194.34,37.19,34.35,2571,608
1219999,1710778019, 2024/3/18 16:6:59,52.92,29.21,613.88,2652,4194.34,37.19,34.35,2571,609
1221999,1710778021, 2024/3/18 16:7:1,52.86,29.23,614.25,2652.37,4194.34,37.19,34.35,2571,610
1223999,1710778023, 2024/3/18 16:7:3,52.88,29.24,615,2652.75,4184.57,37.09,34.37,2574,611
1225999,1710778025, 2024/3/18 16:7:5,52.86,29.21,615.19,2652.94,4184.57,37.09,34.37,2574,612
1227999,1710778027, 2024/3/18 16:7:7,52.84,29.22,615.56,2652.94,4184.57,37.09,34.37,2574,613
1229999,1710778029, 2024/3/18 16:7:9,52.87,29.23,615.94,2652.75,4184.57,37.09,34.37,2574,614
1231998,1710778031, 2024/3/18 16:7:11,52.82,29.25,616.31,2653.12,4184.57,37.09,34.37,2574,615
1233998,1710778033, 2024/3/18 16:7:13,52.83,29.25,616.5,2652.94,4184.57,37.09,34.37,2574,616
1235999,1710778035, 2024/3/18 16:7:15,52.84,29.25,616.88,2653.12,4096.68,37.09,34.37,2574,617
1237998,1710778037, 2024/3/18 16:7:17,52.77,29.23,616.5,2652.75,4194.34,37.09,34.37,2574,618
1239999,1710778039, 2024/3/18 16:7:19,52.81,29.23,616.88,2652.56,4194.34,37.09,34.37,2574,619
1241999,1710778041, 2024/3/18 16:7:21,52.8,29.26,617.25,2652.56,4194.34,37.09,34.37,2574,620
1243999,1710778043, 2024/3/18 16:7:23,52.79,29.27,618.19,2653.31,4184.57,36.97,34.43,2573,621
1245999,1710778045, 2024/3/18 16:7:25,52.76,29.25,618.38,2653.5,4184.57,36.97,34.43,2573,622
1248000,1710778047, 2024/3/18 16:7:27,52.76,29.27,618.56,2653.31,4179.69,36.97,34.43,2573,623
1249999,1710778049, 2024/3/18 16:7:29,52.77,29.26,618.94,2653.5,4184.57,36.97,34.43,2573,624
1251998,1710778051, 2024/3/18 16:7:31,52.75,29.27,619.31,2653.5,4184.57,36.97,34.43,2573,625
1254000,1710778053, 2024/3/18 16:7:33,52.78,29.26,619.5,2653.5,4184.57,36.97,34.43,2573,626
1255999,1710778055, 2024/3/18 16:7:35,52.76,29.28,619.88,2653.5,4179.69,36.97,34.43,2573,627
1257999,1710778057, 2024/3/18 16:7:37,52.72,29.29,619.5,2653.12,4194.34,36.97,34.43,2573,628
1259999,1710778059, 2024/3/18 16:7:39,52.75,29.29,619.88,2652.94,4194.34,36.97,34.43,2573,629
1262000,1710778061, 2024/3/18 16:7:41,52.69,29.3,620.06,2653.31,4194.34,36.97,34.43,2573,630
1263998,1710778063, 2024/3/18 16:7:43,52.73,29.32,621,2653.69,4179.69,36.86,34.49,2576,631
1265999,1710778065, 2024/3/18 16:7:45,52.69,29.31,621.19,2653.87,4179.69,36.86,34.49,2576,632
1267999,1710778067, 2024/3/18 16:7:47,52.69,29.29,621.38,2653.87,4184.57,36.86,34.49,2576,633
1269999,1710778069, 2024/3/18 16:7:49,52.71,29.32,621.75,2654.06,4184.57,36.86,34.49,2576,634
1271999,1710778071, 2024/3/18 16:7:51,52.69,29.29,622.13,2654.25,4184.57,36.86,34.49,2576,635
1273999,1710778073, 2024/3/18 16:7:53,52.69,29.31,622.5,2654.25,4179.69,36.86,34.49,2576,636
1275999,1710778075, 2024/3/18 16:7:55,52.7,29.32,622.69,2654.25,4091.8,36.86,34.49,2576,637
1278000,1710778077, 2024/3/18 16:7:57,52.67,29.31,622.5,2654.06,4194.34,36.86,34.49,2576,638
1280000,1710778079, 2024/3/18 16:7:59,52.67,29.33,622.88,2653.69,4194.34,36.86,34.49,2576,639
1281998,1710778081, 2024/3/18 16:8:1,52.66,29.33,623.06,2653.87,4194.34,36.86,34.49,2576,640
1283998,1710778083, 2024/3/18 16:8:3,52.62,29.35,624,2654.44,4179.69,36.76,34.53,2569,641
1285999,1710778085, 2024/3/18 16:8:5,52.65,29.33,624.19,2654.44,4179.69,36.76,34.53,2569,642
1288000,1710778087, 2024/3/18 16:8:7,52.68,29.35,624.56,2654.44,4184.57,36.76,34.53,2569,643
1289999,1710778089, 2024/3/18 16:8:9,52.66,29.37,624.94,2654.62,4184.57,36.76,34.53,2569,644
1291999,1710778091, 2024/3/18 16:8:11,52.63,29.36,625.31,2654.62,4184.57,36.76,34.53,2569,645
1294000,1710778093, 2024/3/18 16:8:13,52.63,29.37,625.69,2654.81,4179.69,36.76,34.53,2569,646
1296000,1710778095, 2024/3/18 16:8:15,52.6,29.37,625.88,2654.62,4091.8,36.76,34.53,2569,647
1297999,1710778097, 2024/3/18 16:8:17,52.59,29.35,625.5,2654.06,4194.34,36.76,34.53,2569,648
1300000,1710778099, 2024/3/18 16:8:19,52.62,29.37,625.88,2654.25,4194.34,36.76,34.53,2569,649
1302000,1710778101, 2024/3/18 16:8:21,52.59,29.39,626.25,2654.44,4194.34,36.76,34.53,2569,650
1303999,1710778103, 2024/3/18 16:8:23,52.61,29.37,627.19,2654.81,4179.69,36.66,34.6,2575,651
1305999,1710778105, 2024/3/18 16:8:25,52.6,29.4,627.56,2655,4184.57,36.66,34.6,2575,652
1307999,1710778107, 2024/3/18 16:8:27,52.59,29.39,627.75,2655.19,4184.57,36.66,34.6,2575,653
1309999,1710778109, 2024/3/18 16:8:29,52.61,29.39,628.13,2655,4184.57,36.66,34.6,2575,654
1312000,1710778111, 2024/3/18 16:8:31,52.55,29.37,628.5,2655,4179.69,36.66,34.6,2575,655
1313999,1710778113, 2024/3/18 16:8:33,52.53,29.39,628.69,2655.37,4179.69,36.66,34.6,2575,656
1315999,1710778115, 2024/3/18 16:8:35,52.54,29.4,629.06,2655.37,4096.68,36.66,34.6,2575,657
1318000,1710778117, 2024/3/18 16:8:37,52.5,29.4,628.69,2654.81,4194.34,36.66,34.6,2575,658
1319999,1710778119, 2024/3/18 16:8:39,52.56,29.4,629.25,2654.81,4194.34,36.66,34.6,2575,659
1321999,1710778121, 2024/3/18 16:8:41,52.5,29.41,629.44,2654.81,4194.34,36.66,34.6,2575,660
1323999,1710778123, 2024/3/18 16:8:43,52.53,29.41,630.38,2655.56,4179.69,36.56,34.63,2576,661
1325999,1710778125, 2024/3/18 16:8:45,52.52,29.4,630.75,2655.56,4184.57,36.56,34.63,2576,662
1328000,1710778127, 2024/3/18 16:8:47,52.49,29.41,631.13,2655.56,4179.69,36.56,34.63,2576,663
1329998,1710778129, 2024/3/18 16:8:49,52.48,29.42,631.31,2655.56,4179.69,36.56,34.63,2576,664
1331999,1710778131, 2024/3/18 16:8:51,52.46,29.44,631.69,2655.56,4179.69,36.56,34.63,2576,665
1333999,1710778133, 2024/3/18 16:8:53,52.47,29.43,632.25,2655.94,4179.69,36.56,34.63,2576,666
1336000,1710778135, 2024/3/18 16:8:55,52.46,29.41,632.44,2655.94,4091.8,36.56,34.63,2576,667
1337999,1710778137, 2024/3/18 16:8:57,52.46,29.43,632.25,2655.19,4194.34,36.56,34.63,2576,668
1339999,1710778139, 2024/3/18 16:8:59,52.48,29.44,632.63,2655.37,4194.34,36.56,34.63,2576,669
1342000,1710778141, 2024/3/18 16:9:1,52.43,29.44,632.81,2655.56,4194.34,36.56,34.63,2576,670
1344000,1710778143, 2024/3/18 16:9:3,52.46,29.45,633.75,2656.31,4179.69,36.46,34.66,2576,671
1345999,1710778145, 2024/3/18 16:9:5,52.45,29.45,634.13,2656.12,4184.57,36.46,34.66,2576,672
1347998,1710778147, 2024/3/18 16:9:7,52.44,29.46,634.31,2656.12,4184.57,36.46,34.66,2576,673
1349999,1710778149, 2024/3/18 16:9:9,52.42,29.47,634.69,2656.31,4184.57,36.46,34.66,2576,674
1351999,1710778151, 2024/3/18 16:9:11,52.39,29.44,635.25,2656.31,4184.57,36.46,34.66,2576,675
1353999,1710778153, 2024/3/18 16:9:13,52.45,29.47,635.44,2656.12,4184.57,36.46,34.66,2576,676
1355999,1710778155, 2024/3/18 16:9:15,52.44,29.5,635.81,2656.5,4091.8,36.46,34.66,2576,677
1358000,1710778157, 2024/3/18 16:9:17,52.39,29.49,635.63,2655.56,4194.34,36.46,34.66,2576,678
1359998,1710778159, 2024/3/18 16:9:19,52.42,29.5,636,2655.75,4194.34,36.46,34.66,2576,679
1361999,1710778161, 2024/3/18 16:9:21,52.4,29.49,636.19,2655.94,4194.34,36.46,34.66,2576,680
1363999,1710778163, 2024/3/18 16:9:23,52.4,29.46,636.94,2656.31,4179.69,36.37,34.72,2577,681
1365999,1710778165, 2024/3/18 16:9:25,52.4,29.49,637.5,2656.69,4179.69,36.37,34.72,2577,682
1367999,1710778167, 2024/3/18 16:9:27,52.37,29.52,637.69,2656.5,4184.57,36.37,34.72,2577,683
1369999,1710778169, 2024/3/18 16:9:29,52.37,29.49,638.25,2656.88,4179.69,36.37,34.72,2577,684
1371999,1710778171, 2024/3/18 16:9:31,52.39,29.5,638.63,2656.5,4179.69,36.37,34.72,2577,685
1373999,1710778173, 2024/3/18 16:9:33,52.36,29.5,638.81,2656.88,4179.69,36.37,34.72,2577,686
1376000,1710778175, 2024/3/18 16:9:35,52.35,29.5,639.19,2656.69,4091.8,36.37,34.72,2577,687
1377999,1710778177, 2024/3/18 16:9:37,52.38,29.51,639.19,2656.31,4194.34,36.37,34.72,2577,688
1379999,1710778179, 2024/3/18 16:9:39,52.35,29.51,639.19,2656.12,4194.34,36.37,34.72,2577,689
1381999,1710778181, 2024/3/18 16:9:41,52.34,29.53,639.56,2656.12,4194.34,36.37,34.72,2577,690
1384000,1710778183, 2024/3/18 16:9:43,52.33,29.52,640.69,2656.88,4184.57,36.26,34.77,2577,691
1385999,1710778185, 2024/3/18 16:9:45,52.29,29.52,640.88,2656.88,4179.69,36.26,34.77,2577,692
1387999,1710778187, 2024/3/18 16:9:47,52.32,29.53,641.25,2657.06,4184.57,36.26,34.77,2577,693
1390000,1710778189, 2024/3/18 16:9:49,52.34,29.53,641.63,2657.06,4179.69,36.26,34.77,2577,694
1392000,1710778191, 2024/3/18 16:9:51,52.28,29.52,642,2656.88,4179.69,36.26,34.77,2577,695
1393999,1710778193, 2024/3/18 16:9:53,52.32,29.54,642.19,2657.25,4179.69,36.26,34.77,2577,696
1395999,1710778195, 2024/3/18 16:9:55,52.3,29.53,642.75,2657.25,4091.8,36.26,34.77,2577,697
1397999,1710778197, 2024/3/18 16:9:57,52.31,29.54,642.38,2656.69,4194.34,36.26,34.77,2577,698
1399999,1710778199, 2024/3/18 16:9:59,52.26,29.53,642.56,2656.69,4194.34,36.26,34.77,2577,699
1401999,1710778201, 2024/3/18 16:10:1,52.3,29.55,642.94,2656.88,4194.34,36.26,34.77,2577,700
1403999,1710778203, 2024/3/18 16:10:3,52.25,29.54,643.88,2657.44,4179.69,36.18,34.8,2581,701
1405999,1710778205, 2024/3/18 16:10:5,52.27,29.55,644.06,2657.62,4179.69,36.18,34.8,2581,702
1407998,1710778207, 2024/3/18 16:10:7,52.29,29.55,644.63,2657.62,4184.57,36.18,34.8,2581,703
1409999,1710778209, 2024/3/18 16:10:9,52.29,29.58,644.81,2657.62,4179.69,36.18,34.8,2581,704
1411999,1710778211, 2024/3/18 16:10:11,52.28,29.56,645.19,2657.62,4179.69,36.18,34.8,2581,705
1413999,1710778213, 2024/3/18 16:10:13,52.26,29.57,645.56,2657.62,4179.69,36.18,34.8,2581,706
1415999,1710778215, 2024/3/18 16:10:15,52.22,29.55,645.75,2657.81,4179.69,36.18,34.8,2581,707
1417999,1710778217, 2024/3/18 16:10:17,52.25,29.58,645.56,2657.25,4194.34,36.18,34.8,2581,708
1419999,1710778219, 2024/3/18 16:10:19,52.23,29.6,645.94,2657.44,4194.34,36.18,34.8,2581,709
1421999,1710778221, 2024/3/18 16:10:21,52.24,29.58,646.13,2657.44,4194.34,36.18,34.8,2581,710
1424000,1710778223, 2024/3/18 16:10:23,52.2,29.59,647.06,2657.81,4179.69,36.09,34.83,2582,711
1425998,1710778225, 2024/3/18 16:10:25,52.24,29.58,647.44,2658,4179.69,36.09,34.83,2582,712
1427998,1710778227, 2024/3/18 16:10:27,52.2,29.59,647.63,2658,4179.69,36.09,34.83,2582,713
1429999,1710778229, 2024/3/18 16:10:29,52.2,29.58,648,2657.81,4179.69,36.09,34.83,2582,714
1431998,1710778231, 2024/3/18 16:10:31,52.18,29.58,648.38,2658.19,4179.69,36.09,34.83,2582,715
1433999,1710778233, 2024/3/18 16:10:33,52.19,29.6,648.38,2658.37,4184.57,36.09,34.83,2582,716
1435999,1710778235, 2024/3/18 16:10:35,52.18,29.63,648.94,2658,4184.57,36.09,34.83,2582,717
1437999,1710778237, 2024/3/18 16:10:37,52.18,29.6,648.75,2657.62,4194.34,36.09,34.83,2582,718
1440000,1710778239, 2024/3/18 16:10:39,52.18,29.61,648.75,2657.62,4194.34,36.09,34.83,2582,719
1441999,1710778241, 2024/3/18 16:10:41,52.18,29.6,649.31,2658.19,4194.34,36.09,34.83,2582,720
1443998,1710778243, 2024/3/18 16:10:43,52.17,29.6,650.06,2658.37,4184.57,36,34.87,2579,721
1445999,1710778245, 2024/3/18 16:10:45,52.17,29.64,650.25,2658.75,4179.69,36,34.87,2579,722
1447999,1710778247, 2024/3/18 16:10:47,52.13,29.64,650.63,2658.56,4179.69,36,34.87,2579,723
1450000,1710778249, 2024/3/18 16:10:49,52.16,29.64,651,2658.56,4179.69,36,34.87,2579,724
1451999,1710778251, 2024/3/18 16:10:51,52.14,29.62,651.38,2658.56,4179.69,36,34.87,2579,725
1453999,1710778253, 2024/3/18 16:10:53,52.13,29.64,651.38,2658.56,4179.69,36,34.87,2579,726
1455998,1710778255, 2024/3/18 16:10:55,52.17,29.63,651.75,2658.56,4091.8,36,34.87,2579,727
