millis,stampunix,datetime,RH%,tempC,CH4smV, CH4rmV, VbatmV, K30_CO2, SampleNumber,Serial number,
10787999,1650888505, 2022/4/25 12:8:25,50.7,29.2,380.86,2177.73,4384.77,357,21576,1,
10788499,1650888506, 2022/4/25 12:8:26,50.7,29.2,380.86,2177.73,4384.77,356,21577,1,
10788999,1650888507, 2022/4/25 12:8:27,50.7,29.2,380.86,2177.73,4384.77,356,21578,1,
10789498,1650888507, 2022/4/25 12:8:27,50.6,29.1,380.86,2177.73,4384.77,356,21579,1,
10789999,1650888508, 2022/4/25 12:8:28,50.7,29.2,380.86,2177.73,4384.77,356,21580,1,
10790499,1650888508, 2022/4/25 12:8:28,50.7,29.2,380.86,2177.73,4384.77,356,21581,1,
10791000,1650888509, 2022/4/25 12:8:29,50.7,29.2,380.86,2177.73,4384.77,357,21582,1,
10791499,1650888509, 2022/4/25 12:8:29,50.6,29.1,380.86,2177.73,4384.77,357,21583,1,
10791998,1650888510, 2022/4/25 12:8:30,50.7,29.2,380.86,2177.73,4384.77,357,21584,1,
10792500,1650888510, 2022/4/25 12:8:30,50.7,29.2,380.86,2177.73,4384.77,357,21585,1,
10792999,1650888511, 2022/4/25 12:8:31,50.7,29.2,380.86,2177.73,4384.77,357,21586,1,
10793498,1650888511, 2022/4/25 12:8:31,50.7,29.2,380.86,2177.73,4384.77,357,21587,1,
10793999,1650888512, 2022/4/25 12:8:32,50.7,29.2,380.86,2177.73,4384.77,357,21588,1,
10794499,1650888512, 2022/4/25 12:8:32,50.7,29.1,380.86,2177.73,4384.77,357,21589,1,
10794999,1650888513, 2022/4/25 12:8:33,50.7,29.2,380.86,2177.73,4384.77,357,21590,1,
10795500,1650888513, 2022/4/25 12:8:33,50.7,29.2,380.86,2177.73,4384.77,357,21591,1,
10795999,1650888514, 2022/4/25 12:8:34,50.7,29.2,380.86,2177.73,4384.77,357,21592,1,
10796499,1650888514, 2022/4/25 12:8:34,50.7,29.2,380.86,2177.73,4384.77,357,21593,1,
10796998,1650888515, 2022/4/25 12:8:35,50.7,29.2,380.86,2177.73,4384.77,357,21594,1,
10797500,1650888515, 2022/4/25 12:8:35,50.7,29.1,380.86,2177.73,4384.77,357,21595,1,
10798000,1650888516, 2022/4/25 12:8:36,50.8,29.2,380.86,2177.73,4384.77,357,21596,1,
10798498,1650888516, 2022/4/25 12:8:36,50.8,29.2,380.86,2182.62,4384.77,357,21597,1,
10799000,1650888517, 2022/4/25 12:8:37,50.8,29.2,380.86,2182.62,4384.77,357,21598,1,
10799500,1650888517, 2022/4/25 12:8:37,50.8,29.2,385.74,2182.62,4384.77,357,21599,1,
10799998,1650888518, 2022/4/25 12:8:38,50.7,29.1,380.86,2182.62,4384.77,357,21600,1,
10800499,1650888518, 2022/4/25 12:8:38,50.8,29.2,380.86,2182.62,4384.77,357,21601,1,
10800999,1650888519, 2022/4/25 12:8:39,50.8,29.2,385.74,2182.62,4384.77,357,21602,1,
10801499,1650888519, 2022/4/25 12:8:39,50.8,29.2,380.86,2182.62,4384.77,357,21603,1,
10801998,1650888520, 2022/4/25 12:8:40,50.8,29.2,385.74,2182.62,4384.77,357,21604,1,
10802499,1650888520, 2022/4/25 12:8:40,50.7,29.1,385.74,2182.62,4384.77,357,21605,1,
10803000,1650888521, 2022/4/25 12:8:41,50.7,29.1,380.86,2182.62,4384.77,356,21606,1,
10803499,1650888521, 2022/4/25 12:8:41,50.8,29.2,385.74,2182.62,4384.77,356,21607,1,
10803999,1650888522, 2022/4/25 12:8:42,50.8,29.2,385.74,2182.62,4384.77,356,21608,1,
10804499,1650888522, 2022/4/25 12:8:42,50.8,29.2,385.74,2182.62,4384.77,356,21609,1,
10804999,1650888523, 2022/4/25 12:8:43,50.8,29.2,385.74,2182.62,4384.77,356,21610,1,
10805498,1650888523, 2022/4/25 12:8:43,50.8,29.2,385.74,2182.62,4355.47,356,21611,1,
10805999,1650888524, 2022/4/25 12:8:44,50.8,29.2,385.74,2182.62,4355.47,356,21612,1,
10806499,1650888524, 2022/4/25 12:8:44,50.8,29.2,385.74,2182.62,4355.47,357,21613,1,
10807000,1650888525, 2022/4/25 12:8:45,50.8,29.2,385.74,2192.38,4355.47,357,21614,1,
10807499,1650888525, 2022/4/25 12:8:45,50.8,29.2,385.74,2187.5,4355.47,357,21615,1,
10807999,1650888526, 2022/4/25 12:8:46,50.8,29.2,385.74,2192.38,4355.47,357,21616,1,
10808500,1650888526, 2022/4/25 12:8:46,50.8,29.2,385.74,2192.38,4360.35,357,21617,1,
10808998,1650888527, 2022/4/25 12:8:47,50.8,29.2,395.51,2192.38,4355.47,357,21618,1,
10809499,1650888527, 2022/4/25 12:8:47,50.8,29.2,395.51,2192.38,4360.35,357,21619,1,
10809999,1650888528, 2022/4/25 12:8:48,50.8,29.2,395.51,2192.38,4360.35,357,21620,1,
10810499,1650888528, 2022/4/25 12:8:48,50.8,29.2,395.51,2187.5,4360.35,357,21621,1,
10810999,1650888529, 2022/4/25 12:8:49,50.8,29.2,395.51,2192.38,4360.35,357,21622,1,
10811499,1650888529, 2022/4/25 12:8:49,50.9,29.2,395.51,2192.38,4360.35,357,21623,1,
10811999,1650888530, 2022/4/25 12:8:50,50.8,29.2,395.51,2192.38,4360.35,357,21624,1,
10812498,1650888530, 2022/4/25 12:8:50,50.8,29.2,395.51,2192.38,4365.23,357,21625,1,
10812999,1650888531, 2022/4/25 12:8:51,50.9,29.2,395.51,2192.38,4365.23,357,21626,1,
10813499,1650888531, 2022/4/25 12:8:51,50.8,29.2,395.51,2192.38,4365.23,357,21627,1,
10813999,1650888532, 2022/4/25 12:8:52,50.9,29.2,395.51,2187.5,4365.23,357,21628,1,
10814499,1650888532, 2022/4/25 12:8:52,50.9,29.2,395.51,2192.38,4365.23,357,21629,1,
10815000,1650888533, 2022/4/25 12:8:53,50.8,29.2,395.51,2192.38,4365.23,357,21630,1,
10815500,1650888533, 2022/4/25 12:8:53,50.9,29.2,395.51,2192.38,4365.23,357,21631,1,
10816000,1650888534, 2022/4/25 12:8:54,50.8,29.2,390.63,2192.38,4365.23,356,21632,1,
10816499,1650888534, 2022/4/25 12:8:54,50.9,29.2,390.63,2192.38,4365.23,356,21633,1,
10816999,1650888535, 2022/4/25 12:8:55,50.9,29.2,395.51,2192.38,4365.23,357,21634,1,
10817500,1650888535, 2022/4/25 12:8:55,50.9,29.2,390.63,2192.38,4365.23,357,21635,1,
10817998,1650888536, 2022/4/25 12:8:56,50.9,29.2,395.51,2192.38,4365.23,357,21636,1,
10818499,1650888536, 2022/4/25 12:8:56,50.9,29.2,395.51,2192.38,4365.23,357,21637,1,
10818999,1650888537, 2022/4/25 12:8:57,50.9,29.2,390.63,2192.38,4365.23,357,21638,1,
10819499,1650888537, 2022/4/25 12:8:57,50.9,29.2,390.63,2192.38,4365.23,357,21639,1,
10819999,1650888538, 2022/4/25 12:8:58,50.9,29.2,390.63,2192.38,4365.23,357,21640,1,
10820500,1650888538, 2022/4/25 12:8:58,50.9,29.2,390.63,2192.38,4365.23,357,21641,1,
10820999,1650888539, 2022/4/25 12:8:59,50.9,29.2,390.63,2192.38,4365.23,357,21642,1,
10821498,1650888539, 2022/4/25 12:8:59,50.9,29.2,395.51,2192.38,4365.23,357,21643,1,
10821999,1650888540, 2022/4/25 12:9:0,50.9,29.2,390.63,2192.38,4365.23,357,21644,1,
10822499,1650888540, 2022/4/25 12:9:0,50.9,29.2,390.63,2192.38,4365.23,357,21645,1,
10823000,1650888541, 2022/4/25 12:9:1,50.9,29.2,395.51,2192.38,4365.23,357,21646,1,
10823499,1650888541, 2022/4/25 12:9:1,50.9,29.2,395.51,2192.38,4365.23,357,21647,1,
10823999,1650888542, 2022/4/25 12:9:2,50.9,29.2,390.63,2192.38,4365.23,357,21648,1,
10824499,1650888542, 2022/4/25 12:9:2,50.9,29.2,395.51,2192.38,4365.23,357,21649,1,
10824998,1650888543, 2022/4/25 12:9:3,50.9,29.2,390.63,2192.38,4365.23,357,21650,1,
10825499,1650888543, 2022/4/25 12:9:3,50.9,29.2,390.63,2192.38,4365.23,357,21651,1,
10825999,1650888544, 2022/4/25 12:9:4,50.9,29.2,395.51,2192.38,4370.12,357,21652,1,
10826499,1650888544, 2022/4/25 12:9:4,50.9,29.2,395.51,2192.38,4384.77,357,21653,1,
10827000,1650888545, 2022/4/25 12:9:5,50.9,29.2,390.63,2192.38,4384.77,357,21654,1,
10827499,1650888545, 2022/4/25 12:9:5,50.9,29.2,390.63,2187.5,4384.77,357,21655,1,
10828000,1650888546, 2022/4/25 12:9:6,50.9,29.2,395.51,2187.5,4384.77,357,21656,1,
10828498,1650888546, 2022/4/25 12:9:6,50.9,29.2,395.51,2192.38,4384.77,357,21657,1,
10828999,1650888547, 2022/4/25 12:9:7,50.9,29.2,390.63,2192.38,4384.77,357,21658,1,
10829499,1650888547, 2022/4/25 12:9:7,50.9,29.2,385.74,2187.5,4384.77,357,21659,1,
10829999,1650888548, 2022/4/25 12:9:8,50.9,29.2,385.74,2192.38,4384.77,357,21660,1,
10830498,1650888548, 2022/4/25 12:9:8,50.9,29.2,385.74,2192.38,4384.77,357,21661,1,
10830999,1650888549, 2022/4/25 12:9:9,50.9,29.2,385.74,2192.38,4384.77,357,21662,1,
10831500,1650888549, 2022/4/25 12:9:9,50.9,29.2,385.74,2192.38,4384.77,357,21663,1,
10832000,1650888550, 2022/4/25 12:9:10,50.9,29.2,385.74,2192.38,4384.77,357,21664,1,
10832499,1650888550, 2022/4/25 12:9:10,50.9,29.2,385.74,2192.38,4384.77,357,21665,1,
10832999,1650888551, 2022/4/25 12:9:11,50.9,29.2,385.74,2192.38,4384.77,357,21666,1,
10833499,1650888551, 2022/4/25 12:9:11,50.9,29.2,385.74,2192.38,4384.77,357,21667,1,
10833998,1650888552, 2022/4/25 12:9:12,50.9,29.2,385.74,2192.38,4384.77,357,21668,1,
10834499,1650888552, 2022/4/25 12:9:12,50.9,29.2,385.74,2192.38,4384.77,357,21669,1,
10834999,1650888553, 2022/4/25 12:9:13,50.9,29.2,385.74,2192.38,4384.77,357,21670,1,
10835499,1650888553, 2022/4/25 12:9:13,50.9,29.2,385.74,2192.38,4384.77,357,21671,1,
10835999,1650888554, 2022/4/25 12:9:14,50.9,29.2,385.74,2192.38,4384.77,357,21672,1,
10836499,1650888554, 2022/4/25 12:9:14,50.9,29.2,385.74,2192.38,4384.77,357,21673,1,
10836999,1650888555, 2022/4/25 12:9:15,50.9,29.2,385.74,2192.38,4384.77,357,21674,1,
10837498,1650888555, 2022/4/25 12:9:15,50.9,29.2,385.74,2192.38,4384.77,357,21675,1,
10837999,1650888556, 2022/4/25 12:9:16,50.9,29.2,385.74,2192.38,4384.77,357,21676,1,
10838499,1650888556, 2022/4/25 12:9:16,50.9,29.2,385.74,2192.38,4384.77,357,21677,1,
10838999,1650888557, 2022/4/25 12:9:17,50.9,29.2,385.74,2192.38,4384.77,357,21678,1,
10839499,1650888557, 2022/4/25 12:9:17,50.9,29.2,390.63,2192.38,4384.77,357,21679,1,
10839999,1650888558, 2022/4/25 12:9:18,50.9,29.2,385.74,2192.38,4384.77,357,21680,1,
10840500,1650888558, 2022/4/25 12:9:18,50.9,29.2,385.74,2192.38,4384.77,357,21681,1,
10840998,1650888559, 2022/4/25 12:9:19,50.9,29.3,390.63,2192.38,4384.77,357,21682,1,
10841499,1650888559, 2022/4/25 12:9:19,50.9,29.2,390.63,2192.38,4384.77,357,21683,1,
10841999,1650888560, 2022/4/25 12:9:20,50.9,29.2,385.74,2192.38,4384.77,357,21684,1,
10842499,1650888560, 2022/4/25 12:9:20,50.9,29.3,385.74,2192.38,4384.77,357,21685,1,
10843000,1650888561, 2022/4/25 12:9:21,50.9,29.3,390.63,2192.38,4384.77,357,21686,1,
10843499,1650888561, 2022/4/25 12:9:21,50.9,29.3,390.63,2192.38,4384.77,357,21687,1,
10843999,1650888562, 2022/4/25 12:9:22,50.9,29.3,390.63,2192.38,4384.77,357,21688,1,
10844498,1650888563, 2022/4/25 12:9:23,50.9,29.2,390.63,2192.38,4384.77,357,21689,1,
10844999,1650888563, 2022/4/25 12:9:23,50.9,29.3,390.63,2192.38,4384.77,357,21690,1,
10845499,1650888564, 2022/4/25 12:9:24,50.9,29.2,390.63,2192.38,4384.77,357,21691,1,
10846000,1650888564, 2022/4/25 12:9:24,50.9,29.3,390.63,2192.38,4384.77,357,21692,1,
10846498,1650888565, 2022/4/25 12:9:25,50.9,29.2,390.63,2197.27,4384.77,357,21693,1,
10846999,1650888565, 2022/4/25 12:9:25,51,29.3,390.63,2192.38,4384.77,357,21694,1,
10847499,1650888566, 2022/4/25 12:9:26,51,29.3,390.63,2197.27,4384.77,357,21695,1,
10847998,1650888566, 2022/4/25 12:9:26,51,29.3,390.63,2197.27,4384.77,357,21696,1,
10848500,1650888567, 2022/4/25 12:9:27,51,29.3,390.63,2197.27,4384.77,357,21697,1,
10848999,1650888567, 2022/4/25 12:9:27,50.9,29.2,390.63,2192.38,4384.77,357,21698,1,
10849499,1650888568, 2022/4/25 12:9:28,51,29.3,390.63,2197.27,4384.77,357,21699,1,
10849998,1650888568, 2022/4/25 12:9:28,50.9,29.3,390.63,2197.27,4384.77,357,21700,1,
10850499,1650888569, 2022/4/25 12:9:29,51,29.3,390.63,2197.27,4384.77,357,21701,1,
10851000,1650888569, 2022/4/25 12:9:29,51,29.3,390.63,2197.27,4384.77,357,21702,1,
10851499,1650888570, 2022/4/25 12:9:30,51,29.3,390.63,2197.27,4384.77,357,21703,1,
10851999,1650888570, 2022/4/25 12:9:30,51,29.3,390.63,2197.27,4384.77,357,21704,1,
10852499,1650888571, 2022/4/25 12:9:31,51,29.3,390.63,2197.27,4384.77,357,21705,1,
10852999,1650888571, 2022/4/25 12:9:31,51,29.3,390.63,2197.27,4384.77,357,21706,1,
10853499,1650888572, 2022/4/25 12:9:32,51,29.3,390.63,2197.27,4384.77,357,21707,1,
10853999,1650888572, 2022/4/25 12:9:32,51,29.3,390.63,2197.27,4384.77,357,21708,1,
10854499,1650888573, 2022/4/25 12:9:33,51,29.3,390.63,2197.27,4384.77,357,21709,1,
10855000,1650888573, 2022/4/25 12:9:33,51,29.3,390.63,2197.27,4384.77,357,21710,1,
10855498,1650888574, 2022/4/25 12:9:34,51,29.3,390.63,2197.27,4384.77,357,21711,1,
10856000,1650888574, 2022/4/25 12:9:34,51,29.3,390.63,2197.27,4384.77,357,21712,1,
10856499,1650888575, 2022/4/25 12:9:35,51,29.3,390.63,2197.27,4384.77,357,21713,1,
10856999,1650888575, 2022/4/25 12:9:35,51,29.3,390.63,2197.27,4384.77,357,21714,1,
10857499,1650888576, 2022/4/25 12:9:36,51,29.3,390.63,2197.27,4384.77,357,21715,1,
10857998,1650888576, 2022/4/25 12:9:36,51,29.3,390.63,2197.27,4384.77,357,21716,1,
10858500,1650888577, 2022/4/25 12:9:37,51,29.3,390.63,2197.27,4384.77,357,21717,1,
10858999,1650888577, 2022/4/25 12:9:37,51,29.3,390.63,2197.27,4384.77,357,21718,1,
10859498,1650888578, 2022/4/25 12:9:38,50.9,29.3,390.63,2197.27,4384.77,357,21719,1,
10860000,1650888578, 2022/4/25 12:9:38,51,29.3,390.63,2197.27,4384.77,357,21720,1,
10860499,1650888579, 2022/4/25 12:9:39,51,29.3,390.63,2197.27,4384.77,357,21721,1,
10860998,1650888579, 2022/4/25 12:9:39,51,29.3,390.63,2197.27,4384.77,357,21722,1,
10861499,1650888580, 2022/4/25 12:9:40,51,29.3,390.63,2197.27,4384.77,357,21723,1,
10861999,1650888580, 2022/4/25 12:9:40,51,29.3,390.63,2197.27,4384.77,357,21724,1,
10862499,1650888581, 2022/4/25 12:9:41,50.9,29.3,390.63,2197.27,4384.77,357,21725,1,
10862999,1650888581, 2022/4/25 12:9:41,51,29.3,390.63,2197.27,4384.77,357,21726,1,
10863499,1650888582, 2022/4/25 12:9:42,51,29.3,390.63,2202.15,4384.77,357,21727,1,
10864000,1650888582, 2022/4/25 12:9:42,50.9,29.3,390.63,2202.15,4384.77,357,21728,1,
10864498,1650888583, 2022/4/25 12:9:43,50.9,29.3,390.63,2197.27,4384.77,357,21729,1,
10865000,1650888583, 2022/4/25 12:9:43,50.9,29.3,390.63,2197.27,4384.77,357,21730,1,
10865500,1650888584, 2022/4/25 12:9:44,50.9,29.3,390.63,2197.27,4384.77,357,21731,1,
10865998,1650888584, 2022/4/25 12:9:44,50.9,29.3,390.63,2197.27,4384.77,357,21732,1,
10866500,1650888585, 2022/4/25 12:9:45,50.9,29.3,390.63,2197.27,4384.77,357,21733,1,
10867000,1650888585, 2022/4/25 12:9:45,50.9,29.3,390.63,2197.27,4384.77,357,21734,1,
10867499,1650888586, 2022/4/25 12:9:46,50.9,29.3,390.63,2197.27,4384.77,357,21735,1,
10867999,1650888586, 2022/4/25 12:9:46,50.9,29.3,390.63,2197.27,4384.77,357,21736,1,
10868499,1650888587, 2022/4/25 12:9:47,50.9,29.3,390.63,2197.27,4384.77,357,21737,1,
10868999,1650888587, 2022/4/25 12:9:47,50.9,29.3,390.63,2197.27,4384.77,356,21738,1,
10869499,1650888588, 2022/4/25 12:9:48,50.9,29.3,390.63,2197.27,4384.77,356,21739,1,
10869999,1650888588, 2022/4/25 12:9:48,50.9,29.3,390.63,2197.27,4384.77,356,21740,1,
10870499,1650888589, 2022/4/25 12:9:49,50.9,29.3,390.63,2197.27,4384.77,357,21741,1,
10871000,1650888589, 2022/4/25 12:9:49,51,29.4,390.63,2197.27,4384.77,357,21742,1,
10871498,1650888590, 2022/4/25 12:9:50,50.9,29.3,390.63,2197.27,4384.77,357,21743,1,
10871999,1650888590, 2022/4/25 12:9:50,50.9,29.3,390.63,2197.27,4384.77,357,21744,1,
10872500,1650888591, 2022/4/25 12:9:51,50.9,29.3,390.63,2197.27,4384.77,357,21745,1,
10872998,1650888591, 2022/4/25 12:9:51,50.9,29.3,390.63,2197.27,4384.77,357,21746,1,
10873499,1650888592, 2022/4/25 12:9:52,50.9,29.3,390.63,2197.27,4384.77,357,21747,1,
10874000,1650888592, 2022/4/25 12:9:52,50.9,29.3,390.63,2197.27,4384.77,357,21748,1,
10874499,1650888593, 2022/4/25 12:9:53,50.9,29.3,390.63,2197.27,4384.77,357,21749,1,
10874999,1650888593, 2022/4/25 12:9:53,50.9,29.3,390.63,2197.27,4384.77,357,21750,1,
10875499,1650888594, 2022/4/25 12:9:54,50.9,29.3,390.63,2197.27,4384.77,357,21751,1,
10876000,1650888594, 2022/4/25 12:9:54,50.9,29.3,390.63,2197.27,4384.77,357,21752,1,
10876498,1650888595, 2022/4/25 12:9:55,50.9,29.3,390.63,2197.27,4384.77,357,21753,1,
10876999,1650888595, 2022/4/25 12:9:55,50.9,29.3,390.63,2197.27,4384.77,357,21754,1,
10877499,1650888596, 2022/4/25 12:9:56,50.9,29.3,390.63,2197.27,4384.77,357,21755,1,
10878000,1650888596, 2022/4/25 12:9:56,50.9,29.4,390.63,2197.27,4384.77,357,21756,1,
10878499,1650888597, 2022/4/25 12:9:57,50.9,29.3,390.63,2197.27,4384.77,357,21757,1,
10878998,1650888597, 2022/4/25 12:9:57,50.9,29.3,390.63,2197.27,4384.77,357,21758,1,
10879499,1650888598, 2022/4/25 12:9:58,50.9,29.4,390.63,2197.27,4384.77,357,21759,1,
10880000,1650888598, 2022/4/25 12:9:58,50.9,29.3,390.63,2197.27,4384.77,357,21760,1,
10880498,1650888599, 2022/4/25 12:9:59,50.9,29.3,390.63,2197.27,4384.77,357,21761,1,
10880999,1650888599, 2022/4/25 12:9:59,50.9,29.3,390.63,2197.27,4384.77,357,21762,1,
10881500,1650888600, 2022/4/25 12:10:0,50.9,29.4,390.63,2197.27,4384.77,357,21763,1,
10881998,1650888600, 2022/4/25 12:10:0,50.9,29.3,390.63,2197.27,4384.77,357,21764,1,
10882499,1650888601, 2022/4/25 12:10:1,50.9,29.3,390.63,2197.27,4384.77,357,21765,1,
10882999,1650888601, 2022/4/25 12:10:1,50.9,29.3,390.63,2197.27,4384.77,357,21766,1,
10883499,1650888602, 2022/4/25 12:10:2,50.9,29.4,390.63,2197.27,4384.77,357,21767,1,
10883998,1650888602, 2022/4/25 12:10:2,50.9,29.3,390.63,2197.27,4384.77,357,21768,1,
10884500,1650888603, 2022/4/25 12:10:3,50.9,29.3,390.63,2197.27,4384.77,356,21769,1,
10884999,1650888603, 2022/4/25 12:10:3,50.9,29.3,390.63,2197.27,4384.77,356,21770,1,
10885499,1650888604, 2022/4/25 12:10:4,50.9,29.3,390.63,2197.27,4384.77,356,21771,1,
10885999,1650888604, 2022/4/25 12:10:4,50.9,29.3,390.63,2197.27,4384.77,356,21772,1,
10886500,1650888605, 2022/4/25 12:10:5,50.9,29.3,390.63,2197.27,4384.77,356,21773,1,
10886999,1650888605, 2022/4/25 12:10:5,50.9,29.3,390.63,2197.27,4384.77,356,21774,1,
10887499,1650888606, 2022/4/25 12:10:6,50.9,29.3,390.63,2197.27,4384.77,356,21775,1,
10887999,1650888606, 2022/4/25 12:10:6,50.9,29.3,390.63,2197.27,4384.77,356,21776,1,
10888500,1650888607, 2022/4/25 12:10:7,50.9,29.3,390.63,2197.27,4384.77,356,21777,1,
10888999,1650888607, 2022/4/25 12:10:7,50.9,29.3,390.63,2202.15,4384.77,356,21778,1,
10889498,1650888608, 2022/4/25 12:10:8,50.9,29.4,390.63,2202.15,4384.77,356,21779,1,
10889999,1650888608, 2022/4/25 12:10:8,50.9,29.3,390.63,2202.15,4384.77,356,21780,1,
10890500,1650888609, 2022/4/25 12:10:9,50.9,29.3,390.63,2202.15,4384.77,356,21781,1,
10890998,1650888609, 2022/4/25 12:10:9,50.9,29.3,390.63,2202.15,4384.77,356,21782,1,
10891499,1650888610, 2022/4/25 12:10:10,51,29.4,390.63,2202.15,4384.77,356,21783,1,
10891999,1650888610, 2022/4/25 12:10:10,50.9,29.3,390.63,2202.15,4384.77,356,21784,1,
10892499,1650888611, 2022/4/25 12:10:11,50.9,29.4,390.63,2202.15,4384.77,356,21785,1,
10892999,1650888611, 2022/4/25 12:10:11,50.8,29.3,390.63,2202.15,4384.77,356,21786,1,
10893500,1650888612, 2022/4/25 12:10:12,50.9,29.4,390.63,2202.15,4384.77,356,21787,1,
10893999,1650888612, 2022/4/25 12:10:12,50.8,29.3,390.63,2202.15,4384.77,356,21788,1,
10894499,1650888613, 2022/4/25 12:10:13,50.8,29.3,390.63,2202.15,4384.77,356,21789,1,
10894999,1650888613, 2022/4/25 12:10:13,50.9,29.4,390.63,2202.15,4355.47,356,21790,1,
10895499,1650888614, 2022/4/25 12:10:14,50.9,29.4,395.51,2202.15,4355.47,357,21791,1,
10895998,1650888614, 2022/4/25 12:10:14,50.9,29.4,395.51,2202.15,4355.47,357,21792,1,
10896500,1650888615, 2022/4/25 12:10:15,50.8,29.3,390.63,2211.91,4355.47,357,21793,1,
10896999,1650888615, 2022/4/25 12:10:15,50.8,29.3,395.51,2207.03,4355.47,357,21794,1,
10897500,1650888616, 2022/4/25 12:10:16,50.8,29.3,395.51,2207.03,4355.47,357,21795,1,
10897998,1650888617, 2022/4/25 12:10:17,50.8,29.3,395.51,2211.91,4355.47,357,21796,1,
10898499,1650888617, 2022/4/25 12:10:17,50.8,29.3,405.27,2211.91,4355.47,357,21797,1,
10898999,1650888618, 2022/4/25 12:10:18,50.8,29.3,405.27,2211.91,4360.35,357,21798,1,
10899499,1650888618, 2022/4/25 12:10:18,50.8,29.3,405.27,2211.91,4360.35,357,21799,1,
10899999,1650888619, 2022/4/25 12:10:19,50.8,29.3,405.27,2207.03,4360.35,357,21800,1,
10900499,1650888619, 2022/4/25 12:10:19,50.8,29.3,405.27,2207.03,4360.35,357,21801,1,
10900999,1650888620, 2022/4/25 12:10:20,50.9,29.4,405.27,2207.03,4360.35,357,21802,1,
10901499,1650888620, 2022/4/25 12:10:20,50.8,29.3,405.27,2207.03,4360.35,357,21803,1,
10902000,1650888621, 2022/4/25 12:10:21,50.8,29.3,405.27,2207.03,4365.23,357,21804,1,
10902499,1650888621, 2022/4/25 12:10:21,50.8,29.3,405.27,2207.03,4365.23,357,21805,1,
10903000,1650888622, 2022/4/25 12:10:22,50.9,29.4,400.39,2207.03,4365.23,357,21806,1,
10903499,1650888622, 2022/4/25 12:10:22,50.9,29.4,400.39,2207.03,4365.23,357,21807,1,
10903999,1650888623, 2022/4/25 12:10:23,50.9,29.4,400.39,2207.03,4365.23,357,21808,1,
10904499,1650888623, 2022/4/25 12:10:23,50.8,29.3,400.39,2207.03,4365.23,357,21809,1,
10904998,1650888624, 2022/4/25 12:10:24,50.9,29.4,400.39,2207.03,4365.23,357,21810,1,
10905499,1650888624, 2022/4/25 12:10:24,50.9,29.4,400.39,2207.03,4365.23,357,21811,1,
10905999,1650888625, 2022/4/25 12:10:25,50.9,29.4,400.39,2207.03,4365.23,357,21812,1,
10906499,1650888625, 2022/4/25 12:10:25,50.9,29.4,400.39,2207.03,4365.23,357,21813,1,
10907000,1650888626, 2022/4/25 12:10:26,50.9,29.4,400.39,2207.03,4365.23,357,21814,1,
10907500,1650888626, 2022/4/25 12:10:26,50.9,29.4,400.39,2207.03,4365.23,357,21815,1,
10907999,1650888627, 2022/4/25 12:10:27,50.9,29.4,400.39,2207.03,4365.23,357,21816,1,
10908498,1650888627, 2022/4/25 12:10:27,50.9,29.4,400.39,2207.03,4365.23,357,21817,1,
10909000,1650888628, 2022/4/25 12:10:28,50.8,29.3,400.39,2207.03,4365.23,357,21818,1,
10909499,1650888628, 2022/4/25 12:10:28,50.9,29.4,400.39,2207.03,4365.23,357,21819,1,
10909999,1650888629, 2022/4/25 12:10:29,50.9,29.4,400.39,2207.03,4365.23,357,21820,1,
10910499,1650888629, 2022/4/25 12:10:29,50.9,29.4,400.39,2207.03,4365.23,357,21821,1,
10910999,1650888630, 2022/4/25 12:10:30,50.9,29.4,400.39,2207.03,4365.23,357,21822,1,
10911499,1650888630, 2022/4/25 12:10:30,50.9,29.4,400.39,2207.03,4365.23,357,21823,1,
10912000,1650888631, 2022/4/25 12:10:31,50.9,29.4,400.39,2207.03,4365.23,357,21824,1,
10912499,1650888631, 2022/4/25 12:10:31,50.9,29.4,400.39,2207.03,4365.23,357,21825,1,
10912999,1650888632, 2022/4/25 12:10:32,50.9,29.4,400.39,2211.91,4365.23,356,21826,1,
10913499,1650888632, 2022/4/25 12:10:32,50.9,29.4,400.39,2207.03,4365.23,356,21827,1,
10914000,1650888633, 2022/4/25 12:10:33,50.9,29.4,400.39,2207.03,4370.12,356,21828,1,
10914499,1650888633, 2022/4/25 12:10:33,50.9,29.4,400.39,2207.03,4365.23,356,21829,1,
10914999,1650888634, 2022/4/25 12:10:34,50.9,29.4,400.39,2207.03,4365.23,356,21830,1,
10915499,1650888634, 2022/4/25 12:10:34,50.9,29.4,400.39,2207.03,4365.23,356,21831,1,
10915999,1650888635, 2022/4/25 12:10:35,50.9,29.4,400.39,2211.91,4384.77,356,21832,1,
10916499,1650888635, 2022/4/25 12:10:35,50.9,29.4,400.39,2211.91,4384.77,356,21833,1,
10917000,1650888636, 2022/4/25 12:10:36,50.9,29.4,400.39,2207.03,4384.77,356,21834,1,
10917498,1650888636, 2022/4/25 12:10:36,50.9,29.4,400.39,2207.03,4384.77,356,21835,1,
10918000,1650888637, 2022/4/25 12:10:37,50.9,29.4,400.39,2207.03,4384.77,356,21836,1,
10918499,1650888637, 2022/4/25 12:10:37,50.9,29.4,400.39,2207.03,4384.77,356,21837,1,
10918999,1650888638, 2022/4/25 12:10:38,50.9,29.4,400.39,2207.03,4384.77,356,21838,1,
10919500,1650888638, 2022/4/25 12:10:38,50.9,29.4,395.51,2207.03,4384.77,356,21839,1,
